68.2382583618	-0.894927024841
30.9739112854	-0.661378860474
37.4710559845	-0.822975158691
34.8689556122	-0.774738788605
47.7335453033	-1.0283229351
47.8551387787	-1.03934407234
42.9224967957	-0.923625946045
30.3092002869	-0.688570022583
12.6295089722	-0.297948122025
53.1606674194	-1.13462305069
69.1421031952	-1.47864699364
22.0003128052	-0.519227027893
20.7762718201	-0.494895935059
27.3017883301	-0.634678125381
43.879032135	-0.994997024536
57.765007019	-1.26287889481
68.8178539276	-1.49150204659
51.0854721069	-1.13954091072
53.2417297363	-1.17516613007
44.2843437195	-1.02453994751
44.3532466888	-1.01213598251
39.963722229	-0.926182985306
80.0166130066	-1.80083203316
77.0132541656	-1.73045682907
63.3096694946	-1.41223812103
61.7613792419	-1.39643907547
58.1905841827	-1.30943799019
60.3671073914	-1.36162281036
55.9329986572	-1.27568697929
57.1894645691	-1.31672596931
88.7064933777	-2.0488960743
86.4448547363	-1.99034309387
84.1345787048	-1.93340206146
57.1205615997	-1.31126499176
14.1777992249	-0.361258029938
25.1941680908	-0.612128019333
80.3935527802	-1.85721206665
66.1468505859	-1.50513601303
52.0703792572	-1.21639204025
57.7812194824	-1.32392096519
